time,year,month,pop,dpopdt,PF,PV,mvd,season1,season2,season3,season4,season5,season6,hadISD,Min_Temp,Max_Temp,Mean_Temp
2017.9167,2017,12,6359914,0,57,122,0,0.4792,0.0208,0,0,0.0208,0.4792,56.5923,10.27,31,21.37622311827957
2018,2018,1,6171837,0,21,50,0,0.6667,0.1667,0,0,0,0.1667,52.8053,8.8,34,21.03831989247312
2018.0833,2018,2,6171837,0,10,52,0,0.4792,0.4792,0.0208,0,0,0.0208,46.3726,9.94,39,24.586145833333333
2018.1667,2018,3,6171837,0,15,124,0,0.1667,0.6667,0.1667,0,0,0,32.6875,16.38,44,29.672647849462365
2018.25,2018,4,6171837,0,22,306,0,0.0208,0.4792,0.4792,0.0208,0,0,32.6843,19.56,44.91,33.85568055555556
2018.3333,2018,5,6171837,0,4,455,0,0,0.1667,0.6667,0.1667,0,0,40.3794,23.46,48,37.169395161290325
2018.4167,2018,6,6171837,0,3,467,0,0,0.0208,0.4792,0.4792,0.0208,0,52.6094,23.52,45,35.77941666666667
2018.5,2018,7,6171837,0,28,629,0,0,0,0.1667,0.6667,0.1667,0,77.9109,24.41,39,29.96837365591398
2018.5833,2018,8,6171837,0,309,2140,0,0,0,0.0208,0.4792,0.4792,0.0208,76.9018,23.27,37,29.186572580645162
2018.6667,2018,9,6171837,0,138,974,0,0,0,0,0.1667,0.6667,0.1667,70.4408,22.49,39,29.301666666666666
2018.75,2018,10,6171837,0,89,389,0,0.0208,0,0,0.0208,0.4792,0.4792,49.5493,18.31,41,30.72127688172043
2018.8333,2018,11,6171837,0,40,167,0,0.1667,0,0,0,0.1667,0.6667,47.2773,14.5,38,26.202819444444444
2018.9167,2018,12,6171837,0,31,48,0,0.4792,0.0208,0,0,0.0208,0.4792,46.2411,8.16,31,20.210631720430108
2019,2019,1,6253624,0,4,25,NA,0.6667,0.1667,0,0,0,0.1667,45.3434,8.21,33,19.33081989247312
2019.0833,2019,2,6253624,0,2,29,NA,0.4792,0.4792,0.0208,0,0,0.0208,44.6317,7.13,36,21.950252976190477
2019.1667,2019,3,6253624,0,3,76,NA,0.1667,0.6667,0.1667,0,0,0,34.0991,13.53,43,27.454973118279568
2019.25,2019,4,6253624,0,16,223,NA,0.0208,0.4792,0.4792,0.0208,0,0,30.9782,20.38,44,33.881875
2019.3333,2019,5,6253624,0,13,395,NA,0,0.1667,0.6667,0.1667,0,0,40.4985,25.04,45,35.54592741935484
2019.4167,2019,6,6253624,0,7,383,NA,0,0.0208,0.4792,0.4792,0.0208,0,58.7093,23.02,46,34.256625
2019.5,2019,7,6253624,0,20,857,NA,0,0,0.1667,0.6667,0.1667,0,66.6968,23.61,41,32.24927419354839
2019.5833,2019,8,6253624,0,12,832,NA,0,0,0.0208,0.4792,0.4792,0.0208,82.3369,23.85,35,28.929139784946237
2019.6667,2019,9,6253624,0,32,616,NA,0,0,0,0.1667,0.6667,0.1667,84.6202,23.09,36,29.04565277777778
2019.75,2019,10,6253624,0,33,374,NA,0.0208,0,0,0.0208,0.4792,0.4792,66.2679,18.32,37,28.575309139784945
2019.8333,2019,11,6253624,0,42,211,NA,0.1667,0,0,0,0.1667,0.6667,66.2409,16.67,34,26.48326388888889
2019.9167,2019,12,6253624,0,20,81,NA,0.4792,0.0208,0,0,0.0208,0.4792,56.8103,10.13,30.22,21.13436827956989
2020,2020,1,6658950,0,6,18,NA,0.6667,0.1667,0,0,0,0.1667,58.4555,7.16,30.61,19.042540322580646
2020.0833,2020,2,6658950,0,0,20,NA,0.4792,0.4792,0.0208,0,0,0.0208,43.6873,10.16,35,23.353290229885058
2020.1667,2020,3,6658950,0,1,28,NA,0.1667,0.6667,0.1667,0,0,0,42.5088,13.4,39,26.80633064516129
2020.25,2020,4,6658950,0,0,31,NA,0.0208,0.4792,0.4792,0.0208,0,0,33.7907,20.32,44,33.63152777777778
2020.3333,2020,5,6658950,0,0,31,NA,0,0.1667,0.6667,0.1667,0,0,36.9612,25.81,45,36.664032258064516
2020.4167,2020,6,6658950,0,0,29,NA,0,0.0208,0.4792,0.4792,0.0208,0,65.8362,22.65,42,32.54113888888889
2020.5,2020,7,6658950,0,1,44,NA,0,0,0.1667,0.6667,0.1667,0,74.9688,24.3,39,31.359153225806452
2020.5833,2020,8,6658950,0,9,109,NA,0,0,0.0208,0.4792,0.4792,0.0208,87.2606,23.6,36,28.841397849462364
2020.6667,2020,9,6658950,0,18,126,NA,0,0,0,0.1667,0.6667,0.1667,77.5153,23.84,41,31.410625
2020.75,2020,10,6658950,0,15,135,NA,0.0208,0,0,0.0208,0.4792,0.4792,55.2115,18.37,39,30.30247311827957
2020.8333,2020,11,6658950,0,9,35,NA,0.1667,0,0,0,0.1667,0.6667,50.6107,13.02,35,24.311902777777778
2020.9167,2020,12,6658950,0,4,12,NA,0.4792,0.0208,0,0,0.0208,0.4792,54.7101,8.14,34.39,21.641290322580645
2021,2021,1,6799369,0,0,13,NA,0.6667,0.1667,0,0,0,0.1667,56.1908,9.17,31,20.42146505376344
2021.0833,2021,2,6799369,0,1,7,NA,0.4792,0.4792,0.0208,0,0,0.0208,44.1245,11.2,39,24.463854166666668
2021.1667,2021,3,6799369,0,1,11,NA,0.1667,0.6667,0.1667,0,0,0,34.4734,13.28,44,30.087513440860214
2021.25,2021,4,6799369,0,0,4,NA,0.0208,0.4792,0.4792,0.0208,0,0,31.7094,20.66,44,34.229625
2021.3333,2021,5,6799369,0,0,6,NA,0,0.1667,0.6667,0.1667,0,0,50.9678,22.66,45,34.56815860215054
2021.4167,2021,6,6799369,0,1,41,NA,0,0.0208,0.4792,0.4792,0.0208,0,65.7888,23.4,41,32.369416666666666
2021.5,2021,7,6799369,0,9,136,NA,0,0,0.1667,0.6667,0.1667,0,74.6238,25.01,39,30.887513440860214
2021.5833,2021,8,6799369,0,29,244,NA,0,0,0.0208,0.4792,0.4792,0.0208,72.6424,23.38,37,30.230685483870968
2021.6667,2021,9,6799369,0,27,280,NA,0,0,0,0.1667,0.6667,0.1667,85.7369,24.17,36,29.088805555555556
2021.75,2021,10,6799369,0,23,135,NA,0.0208,0,0,0.0208,0.4792,0.4792,64.3266,15.16,37,28.722244623655914
2021.8333,2021,11,6799369,0,39,102,NA,0.1667,0,0,0,0.1667,0.6667,47.615,14,34.61,25.12141666666667
2021.9167,2021,12,6799369,0,8,8,NA,0.4792,0.0208,0,0,0.0208,0.4792,60.7472,9.39,30.39,20.820631720430107
2022,2022,1,6954613,0,1,3,NA,0.6667,0.1667,0,0,0,0.1667,63.0938,6.89,30.61,19.231612903225805
2022.0833,2022,2,6954613,0,2,5,NA,0.4792,0.4792,0.0208,0,0,0.0208,49.7961,10.66,35,23.821324404761906
2022.1667,2022,3,6954613,0,0,20,NA,0.1667,0.6667,0.1667,0,0,0,33.7478,16.64,43,30.64173387096774
2022.25,2022,4,6954613,0,2,55,NA,0.0208,0.4792,0.4792,0.0208,0,0,32.4285,22.47,44.81,34.548722222222224
2022.3333,2022,5,6954613,0,4,97,NA,0,0.1667,0.6667,0.1667,0,0,44.7903,24.79,48,36.76712365591398
2022.4167,2022,6,6954613,0,0,89,NA,0,0.0208,0.4792,0.4792,0.0208,0,57.3436,25.66,45,35.234375
2022.5,2022,7,6954613,0,4,170,NA,0,0,0.1667,0.6667,0.1667,0,82.2254,23.51,38,30.2117876344086
2022.5833,2022,8,6954613,0,55,304,NA,0,0,0.0208,0.4792,0.4792,0.0208,83.5073,23.7,37,29.821021505376343
2022.6667,2022,9,6954613,0,29,275,NA,0,0,0,0.1667,0.6667,0.1667,74.54,23.63,40,30.81365277777778
2022.75,2022,10,6954613,0,34,151,NA,0.0208,0,0,0.0208,0.4792,0.4792,58.6666,17.69,38,29.21486559139785
2022.8333,2022,11,6954613,0,37,81,NA,0.1667,0,0,0,0.1667,0.6667,52.6587,12.3,38,25.563166666666667
2022.9167,2022,12,6954613,0,14,31,NA,0.4792,0.0208,0,0,0.0208,0.4792,52.3722,10.13,34,23.09399193548387
2023,2023,1,7063828,0,4,11,NA,0.6667,0.1667,0,0,0,0.1667,53.4726,7.8,30,19.72434139784946
2023.0833,2023,2,7063828,0,3,9,NA,0.4792,0.4792,0.0208,0,0,0.0208,43.8037,10.9,37.72,24.389955357142856
2023.1667,2023,3,7063828,0,2,11,NA,0.1667,0.6667,0.1667,0,0,0,40.47,17.52,38.72,28.32029569892473
2023.25,2023,4,7063828,0,1,32,NA,0.0208,0.4792,0.4792,0.0208,0,0,35.8414,21.12,41.39,32.00015277777778
2023.3333,2023,5,7063828,0,2,75,NA,0,0.1667,0.6667,0.1667,0,0,44.2812,21.53,44.39,34.28174731182796
2023.4167,2023,6,7063828,0,1,84,NA,0,0.0208,0.4792,0.4792,0.0208,0,63.7469,21.54,40.89,32.27016666666667
2023.5,2023,7,7063828,0,6,138,NA,0,0,0.1667,0.6667,0.1667,0,79.1364,24.43,36,30.071908602150536
2023.5833,2023,8,7063828,0,31,316,NA,0,0,0.0208,0.4792,0.4792,0.0208,72.5125,25.04,35.5,29.63439516129032
2023.6667,2023,9,7063828,0,27,202,NA,0,0,0,0.1667,0.6667,0.1667,71.7221,24.05,37,30.13025
2023.75,2023,10,7063828,0,30,101,NA,0.0208,0,0,0.0208,0.4792,0.4792,56.1606,20.35,37,29.434395161290322
2023.8333,2023,11,7063828,0,42,156,NA,0.1667,0,0,0,0.1667,0.6667,54.4059,15.97,36.5,25.548416666666668
2023.9167,2023,12,7063828,0,25,58,NA,0.4792,0.0208,0,0,0.0208,0.4792,60.0611,13.38,29.61,22.53918010752688
