time,year,month,PF,pop,season1,season2,season3,season4,season5,season6,dpopdt,ERA5,GSOD,IMD,ERA5_RF,GSOD_RF,hadISD,ERA5_hourly
2011.3333,2011,5,15,4585367,0,0.1667,0.6667,0.1667,0,0,0,70.408,72.972,73.032,73.15,74.06,74.04,67.34563573892164
2011.4167,2011,6,34,4585367,0,0.0208,0.4792,0.4792,0.0208,0,0,78.062,77.578,77.48,80.65,80.02974,78.07,75.63519783652214
2011.5,2011,7,120,4585367,0,0,0.1667,0.6667,0.1667,0,0,86.092,85.881,85.967,85.33,85.38851,86.17,86.22713238367596
2011.5833,2011,8,563,4585367,0,0,0.0208,0.4792,0.4792,0.0208,0,87.842,89.737,89.774,85.19,92.01336,89.82,88.4924767609414
2011.6667,2011,9,1051,4585367,0,0,0,0.1667,0.6667,0.1667,0,83.134,84.949,85.033,69.15,80.62193,85.24,84.50841346034656
2011.75,2011,10,739,4585367,0.0208,0,0,0.0208,0.4792,0.4792,0,57.9,63.873,63.871,60.88,61.89417,66.36,61.93018828943377
2011.8333,2011,11,406,4585367,0.1667,0,0,0,0.1667,0.6667,0,44.072,54.847,54.867,53.07,54.33775,57.64,48.18727289176469
2011.9167,2011,12,254,4585367,0.4792,0.0208,0,0,0.0208,0.4792,0,48.445,58.643,58.645,54.81,58.9332,61.3,51.44470510887858
2012,2012,1,82,4706296,0.6667,0.1667,0,0,0,0.1667,120929,49.176,56.173,55.228,54.44,51.79209,59.17,53.49151929932753
2012.0833,2012,2,32,4706296,0.4792,0.4792,0.0208,0,0,0.0208,0,38.792,48.788,48.793,48.71,51.78063,52.19,44.35192399118407
2012.1667,2012,3,11,4706296,0.1667,0.6667,0.1667,0,0,0,0,38.354,50.367,50.355,46.66,51.23997,54.44,45.45381696673106
2012.25,2012,4,7,4706296,0.0208,0.4792,0.4792,0.0208,0,0,0,56.551,62.676,62.667,62.72,62.16688,65.61,58.444444762057266
2012.3333,2012,5,13,4706296,0,0.1667,0.6667,0.1667,0,0,0,72.231,72.551,72.613,73.35,73.91526,73.73,69.75483131718009
2012.4167,2012,6,22,4706296,0,0.0208,0.4792,0.4792,0.0208,0,0,78.038,76.118,76.172,80.65,81.1917,76.55,76.56848594327661
2012.5,2012,7,69,4706296,0,0,0.1667,0.6667,0.1667,0,0,84.123,84.06,84,83.57,84.03298,84.24,84.37076129451283
2012.5833,2012,8,358,4706296,0,0,0.0208,0.4792,0.4792,0.0208,0,85.11,85.412,85.483,83.91,70.40966,85.57,84.94086046721557
2012.6667,2012,9,568,4706296,0,0,0,0.1667,0.6667,0.1667,0,82.895,85.139,85,81.24,78.30056,85.6,85.08627440570557
2012.75,2012,10,745,4706296,0.0208,0,0,0.0208,0.4792,0.4792,0,58.025,67.134,67.258,61.06,69.46772,68.85,64.19374430221349
2012.8333,2012,11,272,4706296,0.1667,0,0,0,0.1667,0.6667,0,43.461,52.142,52.067,49.28,52.29648,54.94,48.06856830297826
2012.9167,2012,12,111,4706296,0.4792,0.0208,0,0,0.0208,0.4792,0,50.569,55.833,55.71,60.44,52.64915,58.16,52.962655905481654
2013,2013,1,45,4891945,0.6667,0.1667,0,0,0,0.1667,185649,46.634,51.693,51.742,58.41,52.0637,54.51,52.10946391188665
2013.0833,2013,2,18,4891945,0.4792,0.4792,0.0208,0,0,0.0208,0,46.021,53.183,49.556,54.99,54.49364,56.37,50.90046753897182
2013.1667,2013,3,13,4891945,0.1667,0.6667,0.1667,0,0,0,0,41.573,48.156,44.85,53.09,51.64841,52.23,47.36174516526303
2013.25,2013,4,5,4891945,0.0208,0.4792,0.4792,0.0208,0,0,0,56.64,59.632,55.552,62.72,60.16276,62.88,58.191631116565596
2013.3333,2013,5,6,4891945,0,0.1667,0.6667,0.1667,0,0,0,68.908,72.211,67.35,74.06,73.91171,73.44,66.02724551761538
2013.4167,2013,6,9,4891945,0,0.0208,0.4792,0.4792,0.0208,0,0,83.031,83.933,77.799,69.15,83.92522,84.23,82.84561224388695
2013.5,2013,7,125,4891945,0,0,0.1667,0.6667,0.1667,0,0,87.353,88.761,82.708,85.19,88.14096,88.93,88.12746116486991
2013.5833,2013,8,298,4891945,0,0,0.0208,0.4792,0.4792,0.0208,0,86.284,86.287,80.22,90.46,86.45468,86.5,86.81631640637258
2013.6667,2013,9,405,4891945,0,0,0,0.1667,0.6667,0.1667,0,83.672,81.648,75.916,81.02,80.93875,81.96,85.04594002815251
2013.75,2013,10,384,4891945,0.0208,0,0,0.0208,0.4792,0.4792,0,71.198,71.898,66.87,74.05,74.44783,73.31,75.0061281897792
2013.8333,2013,11,404,4891945,0.1667,0,0,0,0.1667,0.6667,0,49.527,56.777,52.7,62.9,60.37756,59.13,49.32887976985216
2013.9167,2013,12,145,4891945,0.4792,0.0208,0,0,0.0208,0.4792,0,51.885,58.716,54.75,62.36,58.48008,61.54,52.26830736086254
2014,2014,1,52,5084688,0.6667,0.1667,0,0,0,0.1667,192743,55.39,60.825,56.509,61.35,60.41771,63.22,57.11639231043
2014.0833,2014,2,19,5084688,0.4792,0.4792,0.0208,0,0,0.0208,0,51.573,56.327,53.675,60.06,56.05565,59.04,56.12208234751573
2014.1667,2014,3,21,5084688,0.1667,0.6667,0.1667,0,0,0,0,46.881,52.196,49.584,54.53,52.30782,55.64,52.02904756864029
2014.25,2014,4,13,5084688,0.0208,0.4792,0.4792,0.0208,0,0,0,54.885,59.674,56.683,61.59,60.30148,62.69,57.87459736989425
2014.3333,2014,5,14,5084688,0,0.1667,0.6667,0.1667,0,0,0,65.818,69.153,65.765,68.68,73.97322,70.63,64.28001648186941
2014.4167,2014,6,16,5084688,0,0.0208,0.4792,0.4792,0.0208,0,0,74.892,74.08,69.825,77.66,77.64379,74.55,72.98090025613271
2014.5,2014,7,35,5084688,0,0,0.1667,0.6667,0.1667,0,0,83.594,83.174,75.208,79.43,84.24984,83.32,83.60754822089055
2014.5833,2014,8,127,5084688,0,0,0.0208,0.4792,0.4792,0.0208,0,85.582,84.463,79.348,85.86,83.87919,84.67,86.64489815718773
2014.6667,2014,9,266,5084688,0,0,0,0.1667,0.6667,0.1667,0,80.822,81.861,75.81,80.41,81.14839,82.47,82.78585233325481
2014.75,2014,10,266,5084688,0.0208,0,0,0.0208,0.4792,0.4792,0,57.027,62.266,59.206,64.09,62.36497,64.22,60.670905181637146
2014.8333,2014,11,209,5084688,0.1667,0,0,0,0.1667,0.6667,0,53.027,57.946,55.068,59.92,56.69507,60.3,56.69887799784416
2014.9167,2014,12,208,5084688,0.4792,0.0208,0,0,0.0208,0.4792,0,48.016,52.214,48.581,53.53,52.30782,54.36,49.60503832080295
2015,2015,1,44,5284688,0.6667,0.1667,0,0,0,0.1667,200000,53.261,58.461,NA,59.74,61.06266,61.55,56.59718104461079
2015.0833333333333,2015,2,12,5284688,0.4792,0.4792,0.0208,0,0,0.0208,0,47.498,56.392,NA,53.59,56.05565,59.58,56.68448638297806
2015.1666666666667,2015,3,6,5284688,0.1667,0.6667,0.1667,0,0,0,0,46.236,51.014,NA,54.99,52.547110000000004,53.46,52.0622962461451
2015.25,2015,4,12,5284688,0.0208,0.4792,0.4792,0.0208,0,0,0,66.066,68.784,NA,70.23,72.83399,70.46,67.44883924374119
2015.3333333333333,2015,5,21,5284688,0,0.1667,0.6667,0.1667,0,0,0,65.837,69.125,NA,68.68,73.97322,71.05,65.54034934090015
2015.4166666666667,2015,6,17,5284688,0,0.0208,0.4792,0.4792,0.0208,0,0,78.886,79.904,NA,79.51,85.567948,80.3,78.15616146310026
2015.5,2015,7,120,5284688,0,0,0.1667,0.6667,0.1667,0,0,83.316,81.728,NA,68.32,81.14839,81.88,83.09633933636418
2015.5833333333333,2015,8,218,5284688,0,0,0.0208,0.4792,0.4792,0.0208,0,83.098,79.389,NA,69.15,85.549288,79.92,83.64400273451426
2015.6666666666667,2015,9,368,5284688,0,0,0,0.1667,0.6667,0.1667,0,78.315,78.917,NA,80.31,80.33234,79.7,78.96229111327935
2015.75,2015,10,394,5284688,0.0208,0,0,0.0208,0.4792,0.4792,0,59.088,61.993,NA,67.32,58.62004,63.92,66.74215188261392
2015.8333333333333,2015,11,188,5284688,0.1667,0,0,0,0.1667,0.6667,0,51.284,56.403,NA,61.95,56.05565,58.4,56.722035625183366
2015.9166666666667,2015,12,136,5284688,0.4792,0.0208,0,0,0.0208,0.4792,0,43.737,48.754,NA,51.98,51.78063,51.62,49.70231328628259
2016,2016,1,26,5799965,0.6667,0.1667,0,0,0,0.1667,515277,45.958,49.856,NA,54.99,51.8448,53.13,53.92443708652829
2016.0833333333333,2016,2,7,5799965,0.4792,0.4792,0.0208,0,0,0.0208,0,47.52,54.608,NA,53.59,54.74704,57.72,55.22139177019455
2016.1666666666667,2016,3,13,5799965,0.1667,0.6667,0.1667,0,0,0,0,44.679,53.651,NA,51.38,53.50475,57.99,53.64130059982142
2016.25,2016,4,10,5799965,0.0208,0.4792,0.4792,0.0208,0,0,0,57.198,58.219,NA,64.09,59.81313,61.81,59.23627568615749
2016.3333333333333,2016,5,6,5799965,0,0.1667,0.6667,0.1667,0,0,0,70.791,73.147,NA,73.38,74.6111,74.25,68.95705845592344
2016.4166666666667,2016,6,14,5799965,0,0.0208,0.4792,0.4792,0.0208,0,0,75.479,77.172,NA,74.78,77.87996,77.62,73.22903978013855
2016.5,2016,7,54,5799965,0,0,0.1667,0.6667,0.1667,0,0,85.142,85.765,NA,84.02,84.97593,85.77,85.9128887079576
2016.5833333333333,2016,8,163,5799965,0,0,0.0208,0.4792,0.4792,0.0208,0,86.048,84.999,NA,86.97,78.28879,85.22,86.20324512901954
2016.6666666666667,2016,9,326,5799965,0,0,0,0.1667,0.6667,0.1667,0,82.654,81.914,NA,82.19,80.96398,82.41,83.48063241276294
2016.75,2016,10,341,5799965,0.0208,0,0,0.0208,0.4792,0.4792,0,68.532,73.85,NA,73.96,77.64379,75.68,75.07073731757477
2016.8333333333333,2016,11,345,5799965,0.1667,0,0,0,0.1667,0.6667,0,42.666,50.768,NA,51.95,51.88661,54.17,49.10340518307992
2016.9166666666667,2016,12,80,5799965,0.4792,0.0208,0,0,0.0208,0.4792,0,44.447,52.011,NA,49.79,52.02532,54.75,49.694502455873206
2017,2017,1,31,6159129,0.6667,0.1667,0,0,0,0.1667,359164,48.758,54.672,NA,55.03,54.74704,57.57,55.18981629022765
2017.0833333333333,2017,2,15,6159129,0.4792,0.4792,0.0208,0,0,0.0208,0,40.722,47.975,NA,54.09,50.75917,51.11,47.7939424306179
2017.1666666666667,2017,3,11,6159129,0.1667,0.6667,0.1667,0,0,0,0,40.753,48.417,NA,54.09,51.81173,52.27,48.285470808772246
2017.25,2017,4,3,6159129,0.0208,0.4792,0.4792,0.0208,0,0,0,55.308,58.974,NA,61.35,58.89168,61.85,56.525715460318764
2017.3333333333333,2017,5,7,6159129,0,0.1667,0.6667,0.1667,0,0,0,67.525,69.787,NA,66.76,71.43201,71.61,67.76839199382584
2017.4166666666667,2017,6,11,6159129,0,0.0208,0.4792,0.4792,0.0208,0,0,79.103,78.131,NA,75.69,74.92583,78.51,78.20839945856083
2017.5,2017,7,38,6159129,0,0,0.1667,0.6667,0.1667,0,0,85.644,85.182,NA,86.61,78.30056,85.36,85.98166317424128
2017.5833333333333,2017,8,154,6159129,0,0,0.0208,0.4792,0.4792,0.0208,0,85.072,83.835,NA,85.09,83.82708,84.21,85.85030603939931
2017.6666666666667,2017,9,164,6159129,0,0,0,0.1667,0.6667,0.1667,0,81.34,80.172,NA,81.73,80.37485,80.84,83.62755620564657
2017.75,2017,10,217,6159129,0.0208,0,0,0.0208,0.4792,0.4792,0,61.676,66.668,NA,63.32,65.8009,69.23,68.00289976136965
2017.8333333333333,2017,11,185,6159129,0.1667,0,0,0,0.1667,0.6667,0,47.175,51.728,NA,48.42,51.97734,55.1,50.32968447274847
2017.9166666666667,2017,12,47,6159129,0.4792,0.0208,0,0,0.0208,0.4792,0,56.519,58.988,NA,62.72,58.89168,61.14,63.1268160445017
2018,2018,1,10,6499723,0.6667,0.1667,0,0,0,0.1667,340594,47.247,51.182,NA,50.92,51.21163,54.48,54.000547405797306
2018.0833333333333,2018,2,2,6499723,0.4792,0.4792,0.0208,0,0,0.0208,0,41.277,45.111,NA,51.49,45.75134,48.75,49.84243879122826
2018.1666666666667,2018,3,4,6499723,0.1667,0.6667,0.1667,0,0,0,0,39.759,48.186,NA,55.18,51.64841,51.96,47.567948681372606
2018.25,2018,4,4,6499723,0.0208,0.4792,0.4792,0.0208,0,0,0,57.226,59.92,NA,64.07,62.45144,63.7,61.10396193897997
2018.3333333333333,2018,5,7,6499723,0,0.1667,0.6667,0.1667,0,0,0,68.756,71.425,NA,74.06,74.05279,72.99,67.17033651016236
2018.4166666666667,2018,6,7,6499723,0,0.0208,0.4792,0.4792,0.0208,0,0,76.97,76.024,NA,74.67,81.1917,76.48,75.62161333404686
2018.5,2018,7,29,6499723,0,0,0.1667,0.6667,0.1667,0,0,86.702,89.12,NA,82.21,90.79584,89.22,87.1158409801816
2018.5833333333333,2018,8,77,6499723,0,0,0.0208,0.4792,0.4792,0.0208,0,84.887,85.256,NA,85.82,78.30056,85.43,85.27002089666169
2018.6666666666667,2018,9,95,6499723,0,0,0,0.1667,0.6667,0.1667,0,76.197,75.495,NA,75.51,79.53054,76.5,78.77199460750305
2018.75,2018,10,108,6499723,0.0208,0,0,0.0208,0.4792,0.4792,0,50.475,57.76,NA,60.95,56.70207,60.56,56.43836121096285
2018.8333333333333,2018,11,68,6499723,0.1667,0,0,0,0.1667,0.6667,0,46.844,53.019,NA,54.67,54.59957,55.82,52.39266338242527
2018.9166666666667,2018,12,38,6499723,0.4792,0.0208,0,0,0.0208,0.4792,0,46.033,50.115,NA,54.99,51.23997,53.09,49.00311965381112
2019,2019,1,7,6352273,0.6667,0.1667,0,0,0,0.1667,-147450,42.827,48.734,NA,53.35,51.78063,52.16,49.54649534163927
2019.0833333333333,2019,2,1,6352273,0.4792,0.4792,0.0208,0,0,0.0208,0,44.117,48.963,NA,52.7,51.28912,52.98,52.04518117481972
2019.1666666666667,2019,3,1,6352273,0.1667,0.6667,0.1667,0,0,0,0,41.459,46.331,NA,51.49,48.7645,50.44,49.03885392943563
2019.25,2019,4,0,6352273,0.0208,0.4792,0.4792,0.0208,0,0,0,51.443,56.877,NA,60.06,58.37462,59.62,55.219122519663166
2019.3333333333333,2019,5,2,6352273,0,0.1667,0.6667,0.1667,0,0,0,68.543,68.952,NA,73.96,73.78322,70.47,66.32578529934581
2019.4166666666667,2019,6,2,6352273,0,0.0208,0.4792,0.4792,0.0208,0,0,77.498,77.277,NA,78.56,78.21796,77.65,75.8772191537602
2019.5,2019,7,21,6352273,0,0,0.1667,0.6667,0.1667,0,0,84.212,83.302,NA,83.57,84.28102,83.61,85.65753590063366
2019.5833333333333,2019,8,36,6352273,0,0,0.0208,0.4792,0.4792,0.0208,0,85.553,85.438,NA,85.86,70.40966,85.66,86.72857752469073
2019.6666666666667,2019,9,60,6352273,0,0,0,0.1667,0.6667,0.1667,0,86.648,89.167,NA,83.54,90.79584,89.45,87.80552613350572
2019.75,2019,10,85,6352273,0.0208,0,0,0.0208,0.4792,0.4792,0,72.417,72.754,NA,73.79,73.70176,73.95,77.369293902977
2019.8333333333333,2019,11,66,6352273,0.1667,0,0,0,0.1667,0.6667,0,66.339,70.96,NA,63.99,73.94241,72.53,70.16818011954754
2019.9166666666667,2019,12,39,6352273,0.4792,0.0208,0,0,0.0208,0.4792,0,60.945,65.29,NA,62.51,62.39532,66.76,59.604816226948216
