time,year,month,pop,dpopdt,PF,season1,season2,season3,season4,season5,season6,hadISD,ERA5,Min_Temp,Max_Temp,Mean_Temp
2016,2016,1,5799965,243857.6871,26,0.6667,0.1667,0,0,0,0.1667,53.1267,53.9244,12.6,34,23.060887096774195
2016.0833,2016,2,5799965,242652.0279,7,0.4792,0.4792,0.0208,0,0,0.0208,57.7234,55.2214,16.2,37.4,24.703478260869566
2016.1667,2016,3,5799965,241309.7329,13,0.1667,0.6667,0.1667,0,0,0,57.988,53.6413,21.8,40,28.867755102040817
2016.25,2016,4,5799965,239830.802,10,0.0208,0.4792,0.4792,0.0208,0,0,61.8093,59.2363,24.6,39.2,30.540585774058577
2016.3333,2016,5,5799965,238169.3316,6,0,0.1667,0.6667,0.1667,0,0,74.2542,68.9571,27.6,40.2,31.29758064516129
2016.4167,2016,6,5799965,236279.4182,14,0,0.0208,0.4792,0.4792,0.0208,0,77.6218,73.229,25.6,36.2,30.863333333333333
2016.5,2016,7,5799965,234161.0618,54,0,0,0.1667,0.6667,0.1667,0,85.7673,85.9129,24.6,32.2,28.33225806451613
2016.5833,2016,8,5799965,231906.8642,163,0,0,0.0208,0.4792,0.4792,0.0208,85.2213,86.2032,24.8,31.6,28.01451612903226
2016.6667,2016,9,5799965,229609.4272,326,0,0,0,0.1667,0.6667,0.1667,82.4148,83.4806,24,33.2,28.123333333333335
2016.75,2016,10,5799965,227268.751,341,0.0208,0,0,0.0208,0.4792,0.4792,75.68,75.0707,20,35.2,27.598387096774193
2016.8333,2016,11,5799965,224673.4683,345,0.1667,0,0,0,0.1667,0.6667,54.168,49.1034,15.6,34.6,25.78326359832636
2016.9167,2016,12,5799965,221612.212,80,0.4792,0.0208,0,0,0.0208,0.4792,54.7546,49.6945,15.4,33.6,24.258870967741935
2017,2017,1,6159129,218084.9823,31,0.6667,0.1667,0,0,0,0.1667,57.5665,55.1898,13.4,35.4,22.798785425101215
2017.0833,2017,2,6159129,214949.7251,15,0.4792,0.4792,0.0208,0,0,0.0208,51.1056,47.7939,15,38.2,25.810714285714287
2017.1667,2017,3,6159129,213064.3863,11,0.1667,0.6667,0.1667,0,0,0,52.2715,48.2855,18,40,28.226612903225806
2017.25,2017,4,6159129,212428.966,3,0.0208,0.4792,0.4792,0.0208,0,0,61.8464,56.5257,22.4,42,29.99625
2017.3333,2017,5,6159129,212488.5415,7,0,0.1667,0.6667,0.1667,0,0,71.609,67.7684,26,40.2,31.448387096774194
2017.4167,2017,6,6159129,212688.1899,11,0,0.0208,0.4792,0.4792,0.0208,0,78.506,78.2084,24.6,36.2,30.51638655462185
2017.5,2017,7,6159129,213027.9112,38,0,0,0.1667,0.6667,0.1667,0,85.3613,85.9817,25.4,35,28.453441295546558
2017.5833,2017,8,6159129,213372.7192,154,0,0,0.0208,0.4792,0.4792,0.0208,84.208,85.8503,24.8,33,28.325714285714287
2017.6667,2017,9,6159129,213587.6278,164,0,0,0,0.1667,0.6667,0.1667,80.8435,83.6276,24.6,36,29.245
2017.75,2017,10,6159129,213672.6369,217,0.0208,0,0,0.0208,0.4792,0.4792,69.2322,68.0029,19.4,37.6,29.282258064516128
2017.8333,2017,11,6159129,213699.5104,185,0.1667,0,0,0,0.1667,0.6667,55.1022,50.3297,18.8,35.4,26.067083333333333
2017.9167,2017,12,6159129,213740.0122,47,0.4792,0.0208,0,0,0.0208,0.4792,61.1385,63.1268,16,32.6,23.31138211382114
2018,2018,1,6499723,213794.1424,10,0.6667,0.1667,0,0,0,0.1667,54.4767,54.0005,14.4,35.6,23.804032258064517
2018.0833,2018,2,6499723,213826.9237,2,0.4792,0.4792,0.0208,0,0,0.0208,48.7483,49.8424,18.2,38.2,26.10892857142857
2018.1667,2018,3,6499723,213803.3792,4,0.1667,0.6667,0.1667,0,0,0,51.9596,47.5679,21.6,40.6,29.039516129032258
2018.25,2018,4,6499723,213723.5088,4,0.0208,0.4792,0.4792,0.0208,0,0,63.7021,61.104,24,40.2,30.68487394957983
2018.3333,2018,5,6499723,213602.2862,7,0,0.1667,0.6667,0.1667,0,0,72.9925,67.1703,26.8,40.4,31.448387096774194
2018.4167,2018,6,6499723,213454.6846,7,0,0.0208,0.4792,0.4792,0.0208,0,76.4794,75.6216,24,36.6,30.819166666666668
2018.5,2018,7,6499723,213280.7043,29,0,0,0.1667,0.6667,0.1667,0,89.2203,87.1158,25,32.2,27.541129032258066
2018.5833,2018,8,6499723,213080.345,77,0,0,0.0208,0.4792,0.4792,0.0208,85.4348,85.27,24,31.8,27.869635627530364
2018.6667,2018,9,6499723,212846.7533,95,0,0,0,0.1667,0.6667,0.1667,76.5014,78.772,22.8,35.4,28.352542372881356
2018.75,2018,10,6499723,212573.0753,108,0.0208,0,0,0.0208,0.4792,0.4792,60.5618,56.4384,21,38.4,30.208163265306123
2018.8333,2018,11,6499723,212259.3112,68,0.1667,0,0,0,0.1667,0.6667,55.8188,52.3927,18.6,37,27.5175
2018.9167,2018,12,6499723,211910.4052,38,0.4792,0.0208,0,0,0.0208,0.4792,53.0931,49.0031,12.6,32.8,22.842105263157894
2019,2019,1,6379322,211531.3019,7,0.6667,0.1667,0,0,0,0.1667,52.1633,49.5465,12,34.8,21.51497975708502
2019.0833,2019,2,6379322,211122.001,1,0.4792,0.4792,0.0208,0,0,0.0208,52.9794,52.0452,13.2,36.6,23.62410714285714
2019.1667,2019,3,6379322,210679.2219,1,0.1667,0.6667,0.1667,0,0,0,50.4351,49.0389,17.4,39.4,27.5
2019.25,2019,4,6379322,210199.6837,0,0.0208,0.4792,0.4792,0.0208,0,0,59.6221,55.2191,24.2,42.6,30.930833333333332
2019.3333,2019,5,6379322,209683.3862,2,0,0.1667,0.6667,0.1667,0,0,70.4657,66.3258,26.4,40.4,30.810887096774195
2019.4167,2019,6,6379322,209132.9489,2,0,0.0208,0.4792,0.4792,0.0208,0,77.6473,75.8772,25.2,36,30.4075
2019.5,2019,7,6379322,208550.9909,20,0,0,0.1667,0.6667,0.1667,0,83.6149,85.6575,24,34.8,29.17258064516129
2019.5833,2019,8,6379322,207937.5122,35,0,0,0.0208,0.4792,0.4792,0.0208,85.6587,86.7286,24.4,32.4,27.963414634146343
2019.6667,2019,9,6379322,207289.457,60,0,0,0,0.1667,0.6667,0.1667,89.4531,87.8055,24.6,33,28.010833333333334
2019.75,2019,10,6379322,206603.7692,85,0.0208,0,0,0.0208,0.4792,0.4792,73.9477,77.3693,24,35.6,28.865991902834008
2019.8333,2019,11,6379322,205880.449,66,0.1667,0,0,0,0.1667,0.6667,72.5311,70.1682,20.6,33.6,27.287394957983192
2019.9167,2019,12,6379322,205124.4099,39,0.4792,0.0208,0,0,0.0208,0.4792,66.7641,59.6048,14.8,33.4,23.976612903225806
2020,2020,1,6468350,204340.5655,4,0.6667,0.1667,0,0,0,0.1667,64.0211,58.7583,13,32.2,21.750607287449395
2020.0833,2020,2,6468350,203528.916,0,0.4792,0.4792,0.0208,0,0,0.0208,53.5657,49.0239,14.2,36.4,25.356521739130436
2020.1667,2020,3,6468350,202679.9313,1,0.1667,0.6667,0.1667,0,0,0,59.316,54.8006,17.6,37.4,26.87085020242915
2020.25,2020,4,6468350,201784.0813,0,0.0208,0.4792,0.4792,0.0208,0,0,61.2675,55.4162,24,41,31.223333333333333
2020.3333,2020,5,6468350,200841.3663,1,0,0.1667,0.6667,0.1667,0,0,68.4424,65.4776,27.6,40.4,32.200806451612905
2020.4167,2020,6,6468350,199875.0271,0,0,0.0208,0.4792,0.4792,0.0208,0,80.7762,79.1999,24.6,35.4,29.947899159663866
2020.5,2020,7,6468350,198908.305,0,0,0,0.1667,0.6667,0.1667,0,86.7298,85.5957,24.4,33.2,29.06923076923077
2020.5833,2020,8,6468350,197941.1998,4,0,0,0.0208,0.4792,0.4792,0.0208,91.9747,88.9077,25.4,33,27.68178137651822
2020.6667,2020,9,6468350,196997.6341,6,0,0,0,0.1667,0.6667,0.1667,84.6585,84.0105,24.6,35.2,29.082127659574468
2020.75,2020,10,6468350,196101.5302,2,0.0208,0,0,0.0208,0.4792,0.4792,72.2728,65.8229,21.8,36.2,29.52753036437247
2020.8333,2020,11,6468350,195252.8882,7,0.1667,0,0,0,0.1667,0.6667,56.9943,47.9992,19.2,35.6,26.625210084033615
2020.9167,2020,12,6468350,194429.4199,2,0.4792,0.0208,0,0,0.0208,0.4792,66.0649,60.1085,13,34.4,23.600404858299594
2021,2021,1,6835972,193608.8369,1,0.6667,0.1667,0,0,0,0.1667,64.7303,60.7026,13.8,31.6,22.24475806451613
2021.0833,2021,2,6835972,192791.1393,2,0.4792,0.4792,0.0208,0,0,0.0208,53.7133,50.6118,16.2,35.4,25.517894736842106
2021.1667,2021,3,6835972,191985.2072,0,0.1667,0.6667,0.1667,0,0,0,53.3348,47.5135,20.4,39.8,29.033870967741937
2021.25,2021,4,6835972,191199.9203,0,0.0208,0.4792,0.4792,0.0208,0,0,65.5684,60.5488,24.4,40.4,30.713807531380752
2021.3333,2021,5,6835972,190435.2789,0,0,0.1667,0.6667,0.1667,0,0,71.3781,67.9107,24.2,39.2,31.174590163934425
2021.4167,2021,6,6835972,189686.9453,1,0,0.0208,0.4792,0.4792,0.0208,0,79.7384,79.928,24,35,30.014225941422595
2021.5,2021,7,6835972,188950.582,1,0,0,0.1667,0.6667,0.1667,0,82.2384,81.4765,26.4,34.6,29.252244897959184
2021.5833,2021,8,6835972,188226.1891,4,0,0,0.0208,0.4792,0.4792,0.0208,83.6047,84.4352,24.6,32.2,28.142276422764226
2021.6667,2021,9,6835972,187516.0225,7,0,0,0,0.1667,0.6667,0.1667,89.5459,86.9959,24.8,31.6,27.559166666666666
2021.75,2021,10,6835972,186822.3381,20,0.0208,0,0,0.0208,0.4792,0.4792,72.1949,70.2857,21.6,35.2,28.405668016194333
2021.8333,2021,11,6835972,186145.1359,18,0.1667,0,0,0,0.1667,0.6667,55.4976,51.4473,20,35.2,27.593333333333334
2021.9167,2021,12,6835972,185483.1745,16,0.4792,0.0208,0,0,0.0208,0.4792,70.1568,67.2522,15,30.6,22.62983870967742
2022,2022,1,6957063,184835.2125,3,0.6667,0.1667,0,0,0,0.1667,62.0799,59.1875,11.4,31.2,21.60322580645161
2022.0833,2022,2,6957063,184201.2498,0,0.4792,0.4792,0.0208,0,0,0.0208,60.6277,59.3371,14.6,36,24.03125
2022.1667,2022,3,6957063,183582.0755,0,0.1667,0.6667,0.1667,0,0,0,49.6627,44.4748,20.8,39,29.320967741935483
2022.25,2022,4,6957063,182978.4785,0,0.0208,0.4792,0.4792,0.0208,0,0,66.8146,59.9114,20,41.2,30.420833333333334
2022.3333,2022,5,6957063,182390.4589,0,0,0.1667,0.6667,0.1667,0,0,70.0042,68.1051,27.6,40,31.24959349593496
2022.4167,2022,6,6957063,181817.3262,2,0,0.0208,0.4792,0.4792,0.0208,0,77.1588,76.2914,23.6,35,30.03765690376569
2022.5,2022,7,6957063,181258.3898,2,0,0,0.1667,0.6667,0.1667,0,88.1039,87.6381,25,32.6,27.794736842105262
2022.5833,2022,8,6957063,180713.6499,4,0,0,0.0208,0.4792,0.4792,0.0208,83.5762,85.4414,25.4,33,28.27418032786885
2022.6667,2022,9,6957063,180184.0076,9,0,0,0,0.1667,0.6667,0.1667,82.3347,84.9099,24,35,28.600833333333334
2022.75,2022,10,6957063,179670.3639,19,0.0208,0,0,0.0208,0.4792,0.4792,68.4696,72.449700000000007,21.8,34.6,28.51900826446281
2022.8333,2022,11,6957063,179172.7188,17,0.1667,0,0,0,0.1667,0.6667,55.3203,49.7871,17,36.4,26.457740585774058
2022.9167,2022,12,6957063,178689.5571,11,0.4792,0.0208,0,0,0.0208,0.4792,59.6823,56.5603,14.8,33.8,24.76
2023,2023,1,6907669,178219.3631,7,0.6667,0.1667,0,0,0,0.1667,59.8336,57.3342,13,34,21.689837398373985
2023.0833,2023,2,6907669,177762.1369,1,0.4792,0.4792,0.0208,0,0,0.0208,49.3298,47.7394,17,37.6,25.977168949771688
2023.1667,2023,3,6907669,177320.6905,3,0.1667,0.6667,0.1667,0,0,0,55.5543,54.4801,20.4,38.4,28.008196721311474
2023.25,2023,4,6907669,176897.8355,3,0.0208,0.4792,0.4792,0.0208,0,0,58.2416,55.8404,22.8,39.4,30.3581589958159
2023.3333,2023,5,6907669,176493.572,0,0,0.1667,0.6667,0.1667,0,0,68.0556,65.332,25.8,40.4,31.19516129032258
2023.4167,2023,6,6907669,176102.4249,1,0,0.0208,0.4792,0.4792,0.0208,0,74.3885,75.6681,25.2,38,30.634453781512605
2023.5,2023,7,6907669,175718.919,7,0,0,0.1667,0.6667,0.1667,0,89.2167,88.0043,25,33.2,28.079032258064515
2023.5833,2023,8,6907669,175343.0545,7,0,0,0.0208,0.4792,0.4792,0.0208,79.9606,83.4655,25.6,33.2,28.67918367346939
2023.6667,2023,9,6907669,174986.2231,3,0,0,0,0.1667,0.6667,0.1667,81.6762,82.6112,24.2,35,28.98841201716738
2023.75,2023,10,6907669,174659.8163,9,0.0208,0,0,0.0208,0.4792,0.4792,66.7929,62.8796,21.6,37.6,29.70485829959514
2023.8333,2023,11,6907669,174363.8343,13,0.1667,0,0,0,0.1667,0.6667,58.848,53.187,19.8,36.4,27.435714285714287
2023.9167,2023,12,6907669,174098.277,20,0.4792,0.0208,0,0,0.0208,0.4792,65.6297,63.1303,18.8,33,24.92255319148936
